"TrackName","type_of_device","configuration","microphone","recorder","sample_rate","Recordist_first_name","Recordist_last_name","recording_date","recording_time","recording_length","Audio_file","SubjectName","subject_importance","quality_rating","Species_short_name","Subject_species","sex","age_class","identified_by","certainty_of_species","latitude_degrees","latitude_minutes","latitude_seconds","latitude_orientation","longitude_degrees","longitude_minutes","longitude_seconds","longitude_orientation","elevation","Distance_from_marker","position","Marker","Area","Region","country","state_or_province","vegetation_type","Analysis","Analysis_date","Analysis_method","number_of_phrases","Textgrid_file","Keycode_file"
"tFTANN1405-1670","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-06","09:02:00","00:02:28","Click to play","Omo Ranch Rd 4","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","31","57","","120","26","56","","1450","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","10","Files_TextGrids/2014/Jun/1670.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1675","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-06","09:56:00","00:15:32","Click to play","North South Rd 1","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","32","32","N","120","26","40","","1276","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","192","Files_TextGrids/2014/Jun/1675.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1676","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-06","10:03:00","00:11:27","Click to play","North South Rd 1","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","32","32","N","120","26","40","","1276","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","149","Files_TextGrids/2014/Jun/1676.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1678","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-15","07:28:00","00:47:15","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","1060","Files_TextGrids/2014/Jun/1678.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1679","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-15","07:40:00","00:01:59","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","55","Files_TextGrids/2014/Jun/1679.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1682","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-15","07:52:00","00:05:31","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","147","Files_TextGrids/2014/Jun/1682.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1683","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-15","08:01:00","00:06:35","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","54","Files_TextGrids/2014/Jun/1683.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1685","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-15","08:55:00","00:41:08","Click to play","AOBu","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.7","","120","37","51.1","","736","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","12","Files_TextGrids/2014/Jun/1685.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1686","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-15","09:09:00","00:06:57","Click to play","AGO","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.9","","120","37","41.2","","733","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","87","Files_TextGrids/2014/Jun/1686.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1687","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-15","10:19:00","00:26:53","Click to play","BuRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.4","","120","37","35.4","","755","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","8","Files_TextGrids/2014/Jun/1687.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1688","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-06-15","10:42:00","00:19:03","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","175","Files_TextGrids/2014/Jun/1688.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
